college_name,college_type,college_estd,college_rating,college_img_url,college_location,college_contactNumber
"Indira Institute of Management - [IIMP], Pune",Private,Estd 1994,7.5,https://images.collegedunia.com/public/college_data/images/appImage/17920_cvr.jpg?w=1286&h=193&mode=stretch,"85/5-A, “Tapasya”, New Pune-Mumbai Highway, Tathwade 
 Pune - 411033 
 Maharashtra ,    India","020-66168249  ,    66168264  ,    66168288  ,    66168262"
"Dr DY Patil Institute of Management & Research - [DYPIMR ] Pimpri, Pune",Private,Estd 1994,7.0,https://images.collegedunia.com/public/college_data/images/appImage/17541_DDYPIMR_APP.jpg?w=1286&h=193&mode=stretch,"Sant Tukaram Nagar, Pimpri 
 Pune - 411018 
 Maharashtra ,    India",020-27421293
"Pimpri Chinchwad College of Engineering - [PCCOE], Pune",Private,Estd 1999,8.0,https://images.collegedunia.com/public/college_data/images/appImage/14564_PCCE_New.jpg?w=1286&h=193&mode=stretch,"Sector -26, Pradhikaran, Nigdi, Near Akurdi Railway Station 
 Pune - 411044 
 Maharashtra ,    India","020-27653168  ,    27653166"
"Suryadatta Institute of Fashion Technology - [SIFT], Pune",nothing,"SPPU, Pune",7.1,https://images.collegedunia.com/public/college_data/images/appImage/6974_SIFT_New.jpg?w=1286&h=193&mode=stretch,"Wing B, 2074, Sadashiv Peth, Vijayanagar Colony 
 Pune - 411030 
 Maharashtra ,    India","020-24325840  ,    24336000"
"MKSSS's Cummins College of Engineering for Women, Pune",Private (Autonomous),Estd 1999,8.2,https://images.collegedunia.com/public/college_data/images/appImage/13284_CCEW_New.jpg?w=1286&h=193&mode=stretch,"Karvenagar 
 Pune - 411052 
 Maharashtra ,    India",020-25311000
"Ecole Hoteliere Lavasa, Pune",nothing,Estd 1999,nothing,https://images.collegedunia.com/public/college_data/images/appImage/7903_EHL.jpg?w=1286&h=193&mode=stretch,"80 Event Centre Street, At Post Dasve, Taluka Mulshi,Lavasa 
 Pune - 412112 
 Maharashtra ,    India","020- 66769300  ,    66769324"
"International Institute of Hotel Management - [IIHM], Pune",nothing,Estd 1994,8.3,https://images.collegedunia.com/public/college_data/images/appImage/1521781655IIHMPUNE5X5FT1024.jpg?w=1286&h=193&mode=stretch,"Kalptaru Arcade S.No.206/3 Plot No. 16 Viman Nagar,(Near Rosary School and lane behind Phoenix Market City Mall) 
 Pune - 411014 
 Maharashtra ,    India","Toll Free No. -  18001038586  ,    020-67296200  ,    67296204"
"PES's Modern Law College, Pune",Private,Estd 2003,6.4,https://images.collegedunia.com/public/college_data/images/appImage/8961_PESMLC_New.jpg?w=1286&h=193&mode=stretch,"S. No.85/86, University of Pune, Circle, Pashan Road, Ganeshkhind 
 Pune - 411053 
 Maharashtra ,    India","020-25638987  ,    25635396"
"Sinhgad College of Architecture - [SCOA], Pune",Private,Estd 2000,7.8,https://images.collegedunia.com/public/college_data/images/appImage/5679_SINGHADARCH_APP.jpg?w=1286&h=193&mode=stretch,"Corporate Office, 19/15 Smt. Khilare Marg, Off Karve Road, Erandawane, 
 Pune - 411041 
 Maharashtra ,    India",020-25431001
"National Institute of Virology - [NIV], Pune",nothing,"SPPU, Pune",8.3,https://images.collegedunia.com/public/college_data/images/appImage/16747_NIV_New.png?w=1286&h=193&mode=stretch,"20/ A, Dr. Ambedkar Road Post Box No. 11 
 Pune - 411001 
 Maharashtra ,    India",020-26127301
"Marathwada Mitramandal's College of Architecture, Pune",Private,Estd 1985,8.4,https://images.collegedunia.com/public/college_data/images/appImage/5626_MMARCH_APP.jpg?w=1286&h=193&mode=stretch,"302/A, Deccan Gymkhana, Off F.C. Road 
 Pune - 411004 
 Maharashtra ,    India",0202-5652689
"Bharatiya Kala Prasarini Sabha's College of Architecture - [BKPS], Pune",Private,Estd 1952,5.7,https://images.collegedunia.com/public/college_data/images/appImage/5544_BKPSCOA_APP.jpg?w=1286&h=193&mode=stretch,"2043, Sadashiv peth, Tilak Road 
 Pune - 411030 
 Maharashtra ,    India",020-24339055
"Sinhgad College of Science - [SCOS] Ambegaon, Pune",Private,Estd 2001,7.6,https://images.collegedunia.com/public/college_data/images/appImage/16910_SCS_New.png?w=1286&h=193&mode=stretch,"S.No. 9/1/5 & 9/2/4, Off West. Bypass Highway, Ambegaon (BK.) 
 Pune - 411041 
 Maharashtra ,    India",020-2410017
"D.E.S's Shri. Navalmal Firodia Law College - [DES SNFLC], Pune",Private,Estd 1884,8.1,https://images.collegedunia.com/public/college_data/images/appImage/8679_DESLAW_APP.jpg?w=1286&h=193&mode=stretch,"Gate No. 3, Fergusson College Campus 
 Pune - 411004 
 Maharashtra ,    India",0206-6866400
"Gramonnati Mandal's Arts, Commerce & Science College - [ACSC] Narayangaon, Pune",Private,Estd 1993,6.5,https://images.collegedunia.com/public/college_data/images/appImage/45143_GMACSC.jpg?w=1286&h=193&mode=stretch,"At Post Warulwadi, Narayangaon, Tal. Junnar 
 Pune - 410504 
 Maharashtra ,    India",02132-242582
"Minerva College of Architecture Ambi, Pune",Private,Estd 2009,nothing,https://images.collegedunia.com/public/college_data/images/appImage/5632_MCOA_APP.jpg?w=1286&h=193&mode=stretch,"S.NO. 512, A/P AMBI, Talegaon MIDC Road, Tal. Maval 
 Pune - 410507 
 Maharashtra ,    India","020- 25679011  ,    25679099"
"Bharatiya Jain Sanghatana's Arts, Science and Commerce college - [BJS], Pune",NAAC,"SPPU, Pune",7.5,https://images.collegedunia.com/public/college_data/images/appImage/595_BJS_APP.jpg?w=1286&h=193&mode=stretch,"Nagar Road, Bakori Phata, Wagholi 
 Pune - 412207 
 Maharashtra ,    India","020-27050895  ,    27050276"
"MA Rangoonwala College of Dental Sciences and Research Centre, Pune",Private Institute,Estd 2002,6.7,https://images.collegedunia.com/public/college_data/images/appImage/7670_MRCDSRC_New.jpg?w=1286&h=193&mode=stretch,"2390-B, K.B. Hidayatullah Road , Azam Campus, Camp, Pune 
 Pune - 411001 
 Maharashtra ,    India","020-26430959  ,    26452288"
"Bharati Vidyapeeth Medical College - [BVMC], Pune",Private,Estd 1989,8.7,https://images.collegedunia.com/public/college_data/images/appImage/10311_b 1.jpg?w=1286&h=193&mode=stretch,"Dhanakawadi, Pune-Satara Road 
 Pune - 411043 
 Maharashtra ,    India","020-24373226  ,    24364561  ,    24362516  ,"
"International Institute of Fashion Design - [INIFD] Kondhwa, Pune",Private,Estd 2005,8.6,https://images.collegedunia.com/public/college_data/images/appImage/1579235718DSC7451.jpg?w=1286&h=193&mode=stretch,"Salunkhe Vihar Telephone Exchange Near Kotak Mahindra Bank, Salunke Vihar Road, next to Bliss Cafe, Kondhwa 
 Pune - 411048 
 Maharashtra ,    India","020-26855544  ,    30455544"
"College of Agriculture, Pune",Public,Estd 1908,8.0,https://images.collegedunia.com/public/college_data/images/appImage/6571_CA_App.jpg?w=1286&h=193&mode=stretch,"Shivaji Nagar 
 Pune - 411005 
 Maharashtra ,    India","020-25538489  ,    25537033  ,    25537038"
"Sinhgad Dental College and Hospital - [SDCH], Pune",Private Institute,Estd 2006,8.4,https://images.collegedunia.com/public/college_data/images/appImage/7760_SINHGADDCH_APP.jpg?w=1286&h=193&mode=stretch,"S. No. 44/1 , Vadgaon (Bk.) , 0ff Sinhgad Road, Pune, Maharashtra,  
 Pune - 411041 
 Maharashtra ,    India","020-24351305  ,    24351307"
"National Institute of Construction Management and Research - [NICMAR], Pune",nothing,Estd 1984,8.4,https://images.collegedunia.com/public/college_data/images/appImage/1506666562140311041635Screenshot3.png?w=1286&h=193&mode=stretch,"25/1, Balewadi, N.I.A. Post Office 
 Pune - 411045 
 Maharashtra ,    India","020-66859100  ,    66859200"
"Dina Institute of Hotel Management Hadapsar, Pune",Private,Estd 1990,nothing,https://images.collegedunia.com/public/college_data/images/appImage/7896_DINA_APP.jpg?w=1286&h=193&mode=stretch,"No. 3, Timanna Niwas, 940/2, Chaturshringi Road, Model Colony Hadapsar 
 Pune - 411016 
 Maharashtra ,    India","020- 5663108  ,    5677666"
"MIT International School of Broadcasting and Journalism - [MITISBJ], Pune",Private,Estd 2008,nothing,https://images.collegedunia.com/public/college_data/images/appImage/7422_vsk-1200x400-1414947076.jpg?w=1286&h=193&mode=stretch,"Admin Building, 1st Floor, Rajbaug Educational Complex, Loni-Kalbhor,
Taluka-Haveli 
 Pune - 412201 
 Maharashtra ,    India",020-32344394
"Department of Management Science, Savitribai Phule Pune University - [PUMBA], Pune",Public,Estd 1971,8.0,https://images.collegedunia.com/public/college_data/images/appImage/1485341389cover.jpg?w=1286&h=193&mode=stretch,"Ganeshkhind, 
 Pune - 411007 
 Maharashtra ,    India","020-25693380  ,    25690545"
"MCE Society's Allana College of Architecture, Pune",Private,Estd 1999,7.1,https://images.collegedunia.com/public/college_data/images/appImage/5618_ACOARCH_APP.jpg?w=1286&h=193&mode=stretch,"2390- B, K.B. Hidayatullah Road, New Modikhana, Azam Campus 
 Pune - 411001 
 Maharashtra ,    India",020-26433202
"Modern College of Arts Science and Commerce - [MCASC], Pune",Private Institute,Estd 1970,7.5,https://images.collegedunia.com/public/college_data/images/appImage/3010_MCASCP.jpg?w=1286&h=193&mode=stretch,"Shivajinagar, 
 Pune - 411005 
 Maharashtra ,    India","020-25535468  ,    25535102  ,    25535927"
"College of Agricultural Biotechnology, Pune",nothing,"MPKV, Pune",8.0,https://images.collegedunia.com/public/college_data/images/appImage/6556_CAB_New.jpg?w=1286&h=193&mode=stretch,"Loni Pune 
 Pune - 413736 
 Maharashtra ,    India","02422-272794  ,    283350"
"National Institute of Bank Management - [NIBM], Pune",Ranked 87 for Overall by Times B School 2019,Estd 1969,8.3,https://images.collegedunia.com/public/college_data/images/appImage/1542201625theinstitute.jpg?w=1286&h=193&mode=stretch,"NIBM Post Office, Kondhwe Khurd 
 Pune - 411048 
 Maharashtra ,    India",020-26716000
"Suryadatta College of Hospitality Management and Travel Tourism - [SCHMTT], Pune",NAAC,"SPPU, Pune",8.4,https://images.collegedunia.com/public/college_data/images/appImage/1586435710SCHMTTBuildingPhoto.png?w=1286&h=193&mode=stretch,"Sr. No. 342, Bavdhan 
 Pune - 411021 
 Maharashtra ,    India","020-67901300  ,    67901324  ,    67901347"
"WLCI School of Fashion, Pune",Private,Estd 2005,nothing,https://images.collegedunia.com/public/college_data/images/appImage/7007_wlcimumbai_new.jpg?w=1286&h=193&mode=stretch,"Bungalow No.4, Liberty Complex, Koregaon Park 
 Pune - 411001 
 Maharashtra ,    India",020-25459589
"Poona College of Arts, Science and Commerce - [PCASC], Pune",NAAC,"SPPU, Pune",6.9,https://images.collegedunia.com/public/college_data/images/appImage/3430_AKIP.jpg?w=1286&h=193&mode=stretch,"Camp, Shankarsheth Road Pune 
 Pune - 411001 
 Maharashtra ,    India",020-26454240
"Ness Wadia College of Commerce, Pune",NAAC,"SPPU, Pune",8.1,https://images.collegedunia.com/public/college_data/images/appImage/16058_NWCC_APP.jpg?w=1286&h=193&mode=stretch,"19, Late Prin. V.K. Joag Path 
 Pune - 411001 
 Maharashtra ,    India","020-26167024  ,    26160909"
"National Insurance Academy - [NIA], Pune",nothing,Estd 1980,7.9,https://images.collegedunia.com/public/college_data/images/appImage/45431_UntitleNAIId-001.jpg?w=1286&h=193&mode=stretch,"25, Balewadi, Baner Road, NIA P.O. 
 Pune - 411045 
 Maharashtra ,    India","Admission Cell -  020-27204000  ,    27204444"
"School of Fashion Technology - [SOFT], Pune",NAAC,"SNDT, Mumbai",8.1,https://images.collegedunia.com/public/college_data/images/appImage/6952_soft img.jpg?w=1286&h=193&mode=stretch,"Sr.13/1/2, Narhe Ambegaon, Opp. to Vision English Medium School 
 Pune - 411041 
 Maharashtra ,    India","Admission Cell -  020 - 66833700  ,    66833701"
"Vishwakarma Institute of Technology, Pune",Private (Autonomous),Estd 1983,7.5,https://images.collegedunia.com/public/college_data/images/appImage/24615_VIT_New.jpg?w=1286&h=193&mode=stretch,"666, Upper Indiranagar, Bibwewadi 
 Pune - 411037 
 Maharashtra ,    India",2024202180
"ICFAI Business School - [IBS], Pune",nothing,Private,7.7,https://images.collegedunia.com/public/college_data/images/appImage/15073552671504085899ibsbusinessschool.jpg?w=1286&h=193&mode=stretch,"Survey No: 174, 175, DSK Sunderban - Business Hub1
Behind Amanora Park Town, Hadapsar 
 Pune - 411028 
 Maharashtra ,    India","020-26722020  ,    26722060  ,    26722090  ,    26722094  ,    26722095"
"Symbiosis School of Economics - [SSE], Pune",NAAC Grade A,"SIU, Pune",7.5,https://images.collegedunia.com/public/college_data/images/appImage/1513313648c9ff6893e6aa42568a822c454f558464.jpg?w=1286&h=193&mode=stretch,"3rd Floor SCHC Building, Senapati Bapat Road 
 Pune - 411004 
 Maharashtra ,    India","020-25672520  ,    25652444"
"Symbiosis Centre for Management Studies - [SCMS], Pune",Ranked 8 for MBA by Indiatoday 2019,"SIU, Pune",8.4,https://images.collegedunia.com/public/college_data/images/appImage/15492747134701264218563276344797185846030705577951232n.jpg?w=1286&h=193&mode=stretch,"Survey # 231, Near Lunkad Gold Coast, Viman Nagar 
 Pune - 411014 
 Maharashtra ,    India","+91-20-26557100  ,    26557103  ,    26557110  ,    Admission Queries -  020-26634531  ,    020-26634533"
"Indian Institute of Information Technology - [IIIT], Pune",nothing,Autonomous University,7.5,https://images.collegedunia.com/public/college_data/images/appImage/148497797557979ap.jpg?w=1286&h=193&mode=stretch,"Sadumbare, Talegon – Chakan Road, Tal-Maval 
 Pune - 412109 
 Maharashtra ,    India","Mentor Director -  020-25507009  ,    Admission Office -  255507035  ,    25507228"
"Dr DY Patil Medical College Hospital and Research Centre - [DYPMC], Pune",Private,Estd 1996,7.3,https://images.collegedunia.com/public/college_data/images/appImage/10817_1448450666patil_new.jpg?w=1286&h=193&mode=stretch,"Sant Tukaram Nagar, Pimpri, 
 Pune - 411018 
 Maharashtra ,    India","020-27805100  ,    27805900  ,    27805101  ,    27420605  ,    27420307  ,    27422134  ,    27423690  ,    27423693"
"Suryadatta College of Management, Information Research and Technology - [SCMIRT], Pune",nothing,"SPPU, Pune",nothing,https://images.collegedunia.com/public/college_data/images/appImage/1587406875BuildingfrontPhoto.jpg?w=1286&h=193&mode=stretch,"Sr. No. 342, Bavdhan 
 Pune - 411021 
 Maharashtra ,    India","020-67901300  ,    67901323"
"International School of Management Studies - [ISMS], Pune",nothing,Private,8.8,https://images.collegedunia.com/public/college_data/images/appImage/1589520718Campus2.jpg?w=1286&h=193&mode=stretch,"S.No 9/1/1, Wadgaon Budruk, Sinhgad Campus Ext, Ambegaon 
 Pune - 411041 
 Maharashtra ,    India","7350151515  ,    8796151515"
"Symbiosis Institute of Technology - [SIT], Pune",Private Institute,Estd 2008,8.3,https://images.collegedunia.com/public/college_data/images/appImage/15409_SITPUNE_NEW.jpg?w=1286&h=193&mode=stretch,"Symbiosis International University, Near Lupin Research Park, Gram- Lavale, Tal- Mulshi 
 Pune - 412115 
 Maharashtra ,    India","Admission Enquiry -  020-28116300  ,    28116464  ,    28116419  ,    20-61936300  ,    61936464  ,    61936419"
"Institute of Business Management and Research -[IBMR], Pune",Private,Estd 1984,7.6,https://images.collegedunia.com/public/college_data/images/appImage/148491525217970app.jpg?w=1286&h=193&mode=stretch,"Survey No. 130, Mumbai-Bangalore Highway, Bhumkar Chowk, Wakad 
 Pune - 411057 
 Maharashtra ,    India","Admission Cell -  020-22934719  ,    22934720"
"Institute of Management Development and Research - [IMDR], Pune",nothing,Estd 1974,7.6,https://images.collegedunia.com/public/college_data/images/appImage/1501925182cccccccccccc.jpg?w=1286&h=193&mode=stretch,"DES Campus, Agarkar Road,Deccan Gymkhana 
 Pune - 411004 
 Maharashtra ,    India","020-67656240  ,    67656241"
"MIT Academy of Engineering - [MITAOE], Pune",Private (Autonomous),Estd 1983,7.4,https://images.collegedunia.com/public/college_data/images/appImage/28795_mit_new.jpg?w=1286&h=193&mode=stretch,"Dehu Phata, Alandi (D) 
 Pune - 412105 
 Maharashtra ,    India","020-30253500  ,    020-30253600"
"AISSMS College of Engineering - [AISSMSCOE], Pune",Private,Estd 1992,7.6,https://images.collegedunia.com/public/college_data/images/appImage/1579265613COE.png?w=1286&h=193&mode=stretch,"No. 1, Kennedy Road, Near RTO Office Sangamvadi, Shivajinagar 
 Pune - 411001 
 Maharashtra ,    India","020-26057660  ,    26058587  ,    26058342"
"Jayawantrao Sawant College of Engineering- [JSCOE], Pune",Private Institute,Estd 2004,6.5,https://images.collegedunia.com/public/college_data/images/appImage/1502959968cover.jpg?w=1286&h=193&mode=stretch,"S.No.58, Handewadi Road, Hadapsar 
 Pune - 411028 
 Maharashtra ,    India","020-26970886  ,    26970887  ,    26970888"
"MIT-WPU Faculty of Engineering, Pune",Private,Estd 2001,7.9,https://images.collegedunia.com/public/college_data/images/appImage/1582181258download.jpeg?w=1286&h=193&mode=stretch,"S.No.124, Paud Road, Kothrud, 
 Pune - 411038 
 Maharashtra ,    India","020-25703400  ,    71177104  ,    71177105"
"Pune Institute of Computer Technology- [PICT], Pune",Private,Estd 1983,7.9,https://images.collegedunia.com/public/college_data/images/appImage/14624_PICT_New.jpg?w=1286&h=193&mode=stretch,"Sr. No 27, Pune-Satara Road, Behind Bharati Vidyapeeth College, Dhankawadi 
 Pune - 411043 
 Maharashtra ,    India","Admission Cell -  020-24371101  ,    24372041"
"International Institute of Information Technology- [IIIT], Pune",Private,Estd 2003,7.5,https://images.collegedunia.com/public/college_data/images/appImage/28422_i2it_new.jpg?w=1286&h=193&mode=stretch,"P-14, Rajiv Gandhi Infotech Park, Phase – 1, Hinjawadi 
 Pune - 411057 
 Maharashtra ,    India","020-22933441  ,    22933442  ,    22933443"
"Indira School of Business Studies - [ISBS], Pune",Private Institute,Estd 2006,7.9,https://images.collegedunia.com/public/college_data/images/appImage/17923_aaaaa.jpg?w=1286&h=193&mode=stretch,"'Abhinavan', S. No. 89/2A, New Pune- Mumbai Highway, Tathawade 
 Pune - 411033 
 Maharashtra ,    India","020-66759421  ,    66759496  ,    66759463  ,    66759415"
"Dr. D.Y. Patil Arts, Science and Commerce College Pimpri, Pune",NAAC Grade B,"SPPU, Pune",7.9,https://images.collegedunia.com/public/college_data/images/appImage/1153_1444051241DYPCASC_NEW.jpg?w=1286&h=193&mode=stretch,"Sant Tukaram Nagar, Pimpri 
 Pune - 411018 
 Maharashtra ,    India",020-27424194
"Balaji Law College - [BLC] Thathawade, Pune",Private,Estd 2003,8.0,https://images.collegedunia.com/public/college_data/images/appImage/8625_BLCP_APP.jpg?w=1286&h=193&mode=stretch,"Survey No- 3/ 1+4, Aundh - Ravet Road, Thathawade 
 Pune - 411033 
 Maharashtra ,    India","020-67084033  ,    67084035  ,    67084033"
"MITCON Institute of Management, Pune",nothing,Estd 2005,7.6,https://images.collegedunia.com/public/college_data/images/appImage/18372_MITCON_APP.jpg?w=1286&h=193&mode=stretch,"Sr. No. 33/1, Opp. Chhatrapati Shivaji Sports Complex, Near-Octroi Naka, Balewadi 
 Pune - 411045 
 Maharashtra ,    India",020-66289600
"International School of Management and Research - [ISMR], Pune",Private,Estd 2007,8.3,https://images.collegedunia.com/public/college_data/images/appImage/1587648212Untitled.png?w=1286&h=193&mode=stretch,"Bypass Pune Saswad Road, Sr.No.907, Opp Hotel Vijay Executive, Gaidhara Kanifnath College Road,
Wadki 
 Pune - 412308 
 Maharashtra ,    India","7350310310  ,    9158312778"
Sri Balaji University (Sri Balaji Society),Private,Estd 1999,8.7,https://images.collegedunia.com/public/college_data/images/appImage/1536990306AppNew.jpg?w=1286&h=193&mode=stretch,"S.No.55/2-7, Tathawade, Off Mumbai-Bangalore bypass 
 Pune - 411033 
 Maharashtra ,    India","020-66741235  ,    30631235  ,    66741223"
"Vasantdada Sugar Institute - [VSI], Pune",nothing,"SPPU, Pune",7.9,https://images.collegedunia.com/public/college_data/images/appImage/17004_VSI.jpg?w=1286&h=193&mode=stretch,"Manjari Budruk, Tal. - Haveli 
 Pune - 412307 
 Maharashtra ,    India",020-26902100
"JSPM Narhe Technical Campus - [JSPM NTC] Narhe, Pune",Private,Estd 2011,7.7,https://images.collegedunia.com/public/college_data/images/appImage/18154_JSPM_New.jpg?w=1286&h=193&mode=stretch,"S No 12-1-2 and 12-2-2 Narhe, Taluka- Haveli, Near Sanas Crane, Pune 
 Pune - 411041 
 Maharashtra ,    India","020-24608700  ,    24608701  ,    24608705  ,    24608715"
"Dhole Patil College of Engineering - [DPCOE] Pune, Pune",NAAC Grade A+,"SPPU, Pune",8.0,https://images.collegedunia.com/public/college_data/images/appImage/13351_1444904428DPES_NEW.jpg?w=1286&h=193&mode=stretch,"Near EON IT Park Kharadi, Dhole Patil College Road, Wagholi 
 Pune - 412207 
 Maharashtra ,    India",020-66059999
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology - [VPKBIET] Baramati, Pune",Private,Estd 2000,7.8,https://images.collegedunia.com/public/college_data/images/appImage/1493892927cacmmd.jpg?w=1286&h=193&mode=stretch,"Vidyanagari, Bhigwan Road, Baramati 
 Pune - 413133 
 Maharashtra ,    India","02112-239503  ,    239504  ,    239500"
"MIT School Of Business - [MIT-SOB], Pune",Private,Estd 1987,6.9,https://images.collegedunia.com/public/college_data/images/appImage/15065906671444991800MITSOBNew.jpg?w=1286&h=193&mode=stretch,"S.No. 123, B-Wing, Saraswati Vishwa Building, MIT Campus, Paud Road, Kothrud, 
 Pune - 411038 
 Maharashtra ,    India","Admission Cell -  9403865490  ,    8605007431"
"D. Y. Patil College of Engineering, Pune",Private,Estd 1984,7.7,https://images.collegedunia.com/public/college_data/images/appImage/1491285185oldengg.jpg?w=1286&h=193&mode=stretch,"D. Y. Patil Educational Complex, Sector 29, Nigdi, Pradhikaran, Akurdi 
 Pune - 411044 
 Maharashtra ,    India","020-27653054  ,    27653058  ,    27653057"
"MIT School of Technology Management - [MITSOT], Pune",Private,Estd 2007,6.7,https://images.collegedunia.com/public/college_data/images/appImage/28230_MITSOT_New.jpg?w=1286&h=193&mode=stretch,"S-2 Block, Avanti Building, MIT Campus, Kothrud				
 
 Pune - 411038 
 Maharashtra ,    India","9850811405  ,    9763711297"
"Symbiosis School of Banking and Finance - [SSBF], Pune",Private,Estd 2010,7.5,https://images.collegedunia.com/public/college_data/images/appImage/1538136982image.jpg?w=1286&h=193&mode=stretch,"Gram Lavale Taluka Mulshi 
 Pune - 412115 
 Maharashtra ,    India","020-28116022  ,    28116284"
"Symbiosis International University - [SIU], Pune",NAAC Grade A,Estd 2002,7.9,https://images.collegedunia.com/public/college_data/images/appImage/25727_SIU_NEW.jpg?w=1286&h=193&mode=stretch,"Gram: Lavale, Tal: Mulshi 
 Pune - 412115 
 Maharashtra ,    India","020-39116063  ,    39116261  ,    Media Contact -  28116226  ,    28116227"
"MES's Institute of Management & Career Courses - [IMCC], Pune",NAAC,"SPPU, Pune",7.6,https://images.collegedunia.com/public/college_data/images/appImage/56867_kfjhdsjk.png?w=1286&h=193&mode=stretch,"131, Mayur Colony, Kothrud 
 Pune - 411038 
 Maharashtra ,    India","020-25466271  ,    25463453"
"Dnyansagar Institute of Management and Research - [DIMR], Pune",Private,Estd 2008,8.8,https://images.collegedunia.com/public/college_data/images/appImage/14913007164.jpg?w=1286&h=193&mode=stretch,"SKP Campus, Baner-Balewadi 
 Pune - 411045 
 Maharashtra ,    India","020-20251014  ,    020-20251015"
"SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala, Pune",Private,Estd 2011,7.4,https://images.collegedunia.com/public/college_data/images/appImage/14828_Sitcover.jpg?w=1286&h=193&mode=stretch,"Gat No 309, Kusgaon(Bk.), Off. Mumbai-Pune Express way, Lonavala, Tal. Maval 
 Pune - 410401 
 Maharashtra ,    India","Principal -  02114-673225  ,    278306"
"Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon, Pune",Private,Estd 1996,7.9,https://images.collegedunia.com/public/college_data/images/appImage/15143_Sinhgadcollegecover.jpg?w=1286&h=193&mode=stretch,"S.No.44/1, Vadgaon (Budruk), Off Sinhgad Road 
 Pune - 411041 
 Maharashtra ,    India","020-24354705  ,    24100234  ,    24100231"
"Progressive Education Society's Modern College of Engineering - [MCOE], Pune",Private,Estd 1999,6.9,https://images.collegedunia.com/public/college_data/images/appImage/14558_PESMCE_New.jpg?w=1286&h=193&mode=stretch,"1186/A, Off J.M. Road, Shivajinagar 
 Pune - 411005 
 Maharashtra ,    India","020-25533638  ,    25533648"
"Yashwantrao Mohite College, Pune",Private,Estd 1978,4.3,https://images.collegedunia.com/public/college_data/images/appImage/5451_Yashwantrao_APP.jpg?w=1286&h=193&mode=stretch,"Paud Road, Erandavane 
 Pune - 411043 
 Maharashtra ,    India",020-25433383
"Ajeenkya DY  Patil University - [ADYPU], Pune",nothing,Estd 2015,7.6,https://images.collegedunia.com/public/college_data/images/appImage/_1450244841phpnYZQJm.jpg?w=1286&h=193&mode=stretch,"Charoli Budruk,via Lohegaon 
 Pune - 412105 
 Maharashtra ,    India","020–67077943  ,    67077942"
"Cusrow Wadia Institute of Technology, Pune",Private,Estd 1938,8.8,https://images.collegedunia.com/public/college_data/images/appImage/13285_CWIT_New.jpg?w=1286&h=193&mode=stretch,"19, Late Prin. V.K. Joag 
 Pune - 411050 
 Maharashtra ,    India","020-26164814  ,    26163669"
"Modern Education Society's College of Engineering - [MES], Pune",Private,Estd 1999,7.9,https://images.collegedunia.com/public/college_data/images/appImage/14347_MESCOE_NEW.jpg?w=1286&h=193&mode=stretch,"19, Late Prin V K Joag Path, Wadia Campus 
 Pune - 411001 
 Maharashtra ,    India",020-26163831
"Amity Global Business School - [AGBS], Pune",nothing,Private,8.7,https://images.collegedunia.com/public/college_data/images/appImage/1581940937PUNE.jpg?w=1286&h=193&mode=stretch,"25- Pride Silicon Plaza, Ground Floor 106/A, Senapati Bapat Road, Near  Chatushringi Temple, Shivajinagar 
 Pune - 411016 
 Maharashtra ,    India",020-41004772
"Institute for Future Education, Entrepreneurship and Leadership - [iFEEL], Pune",nothing,Estd 2010,7.6,https://images.collegedunia.com/public/college_data/images/appImage/15017562041462431211innerBanner.jpg?w=1286&h=193&mode=stretch,"Off Karla Phata, Ekveera Devi Gramasthan Road, Village-Karla, Taluka-Maval 
 Pune - 412106 
 Maharashtra ,    India",02261439205
"AIMS Institute of Management Studies, Pune",Private,Estd 2009,8.8,https://images.collegedunia.com/public/college_data/images/appImage/57352_campussss build.png?w=1286&h=193&mode=stretch,"Sr. No. 36/3/C, Gokul Nagar, Katraj - Kondhwa Road, Katraj, 
 Pune - 411046 
 Maharashtra ,    India","7028682671  ,    7755927186  ,    7447788605"
"Symbiosis School of Sports Sciences - [SSSS], Pune",nothing,"SIU, Pune",8.1,https://images.collegedunia.com/public/college_data/images/appImage/1540805378sssscover.png?w=1286&h=193&mode=stretch,"Symbiosis International University, Symbiosis Knowledge Village, Gram: Lavale, Tal: Mulshi 
 Pune - 412115 
 Maharashtra ,    India",020-28116806
"Sinhgad Academy of Engineering - [SAE] Kondhawa, Pune",Private Institute,Estd 2005,7.0,https://images.collegedunia.com/public/college_data/images/appImage/15142_SAE_NEW.jpg?w=1286&h=193&mode=stretch,"Kondhawa(Bk), Saswad Road 
 Pune - 411048 
 Maharashtra ,    India","020-26934441  ,    Principal -  65300504"
"ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER], Pune",Private,Estd 2012,7.6,https://images.collegedunia.com/public/college_data/images/appImage/28345_ABMSP.jpg?w=1286&h=193&mode=stretch,"S. No. 103, Shahu College Road,  Laxminagar, Parvati Ramana 
 Pune - 411009 
 Maharashtra ,    India",020-24213929
